9,3,202410
2,1,1707833162
2,1,1707833442
2,1,1707833445
2,1,1707833456
2,1,1707902483
2,2,1707902515
4,1,1707902562
4,1,1707902576
4,2,1707902587
4,1,1707903221
4,1,1707903241
3,2,1707903264
3,1,1707903269
3,1,1707903764
2,1,1707907425
2,6,1707907527
3,6,1707907710
4,1,1707907793
4,1,1707907804
4,1,1707907822
4,6,1707907844
4,1,1707907896
2,2,1707907907
4,1,1707907935
2,1,1707911932
2,2,1707911978
4,1,1707912179
4,1,1707912185
4,1,1707912267
4,1,1707912267
3,1,1707996881
3,1,1707996951
3,1,1707996995
2,1,1707998115
2,1,1707998137
2,2,1707998149
3,1,1707999111
3,1,1707999721
2,3,1712910792
2,3,1712911004
2,3,1712911235
2,3,1712911592
2,3,1712911886
2,3,1712921272
2,3,1712921449
2,3,1712921880
2,3,1712922202
2,3,1712922594
2,3,1712922682
2,3,1712922780
2,3,1712922999
2,3,1712923225
2,3,1712923526
2,3,1712923882
2,3,1713168824
2,3,1713168879
2,3,1713169357
2,3,1713169500
2,3,1713169530
3,1,1713794472
3,1,1713859163
2,1,1713882350
2,2,1713883956
2,2,1713883968
2,2,1713884000
2,2,1713884351
2,2,1713884527
2,2,1714039260
2,2,1714039405
2,2,1714040334
3,1,1714040742
4,1,1714040743
2,3,1714042200
2,3,1714042265
3,3,1714042366
4,3,1714042366
2,3,1714042380
2,3,1714042402
2,3,1714042979
3,3,1714043353
5,3,1716453246
5,4,1716453250
7,1,1716453773
7,2,1716458151
7,8,1716458530
7,9,1716458534
7,2,1716458578
7,2,1716458946
7,2,1716458965
7,2,1716459102
7,2,1716459109
7,13,1716459196
7,13,1716459326
7,13,1716459653
7,13,1716459729
7,13,1716459738
7,13,1716459780
7,13,1716460017
7,13,1716460039
7,13,1716460114
7,13,1716461484
7,13,1716461880
7,13,1716461889
10,1,1716465647
7,13,1716469593
7,13,1716470129
7,13,1716470388
7,13,1716470394
7,13,1716470398
7,13,1716470497
7,13,1716470515
7,13,1716470604
7,2,1716532758
7,2,1716532766
7,3,1716533104
7,1,1716533112
7,8,1716533177
8,1,1716547099
8,2,1716547227
8,2,1716547236
8,18,1716547616
8,13,1716547798
8,13,1716547805
8,22,1716547917
7,20,1716794761
7,10,1716794801
7,2,1716804115
7,1,1716804204
7,1,1716804238
7,2,1716804249
2,21,1716894889
2,10,1716894902
2,8,1716894912
2,7,1716894946
7,1,1716989685
