userId,loId,rating,timestamp
177455,177455,1,1698065237
176983,4552894,9,1674677091
176983,4552894,9,1637686817
176983,4552894,9,1637089093
176983,4552894,9,1637050289
176983,4552894,9,1637050268
176983,4552894,9,1636618839
176983,4552894,9,1636618170
176983,4552894,9,1636448553
176983,4552894,9,1636445750
176962,176962,1,1674491714
177450,4552817,7,1669111250
177450,4552817,7,1643292636
177450,4552817,7,1643214741
177450,4552817,7,1643015011
177450,4552817,7,1633507163
177450,4552817,7,1633463860
177450,4552817,7,1633463825
176969,4552817,4,1669111232
176969,4552817,4,1643714203
176969,4552817,4,1643714148
176969,4552817,4,1639605952
179439,4552817,2,1668174462
179439,4552817,2,1668174424
179440,4552863,8,1663143757
179440,4552863,8,1663143601
179440,4552863,8,1663143467
179440,4552863,8,1632297896
179440,4552863,8,1631523874
179440,4552863,8,1631520442
179440,4552863,8,1631174959
179440,4552863,8,1631004180
179440,4552864,1,1663143569
179440,185,1,1663143559
179440,17,1,1663143556
176962,4552817,10,1662977013
176962,4552817,10,1655463994
176962,4552817,10,1655463981
176962,4552817,10,1645012742
176962,4552817,10,1643893728
176962,4552817,10,1643404050
176962,4552817,10,1639383853
176962,4552817,10,1639074308
176962,4552817,10,1638228757
176962,4552817,10,1633135767
179659,179659,1,1662390706
177455,4641841,3,1656637800
177455,4641841,3,1637741176
177455,4641841,3,1637741147
177443,4779571,1,1655916042
152531,4779571,2,1655816714
152531,4779571,2,1655816694
177449,71525,2,1655813685
177449,71525,2,1632731214
177449,4779571,1,1655813642
176961,4775008,1,1655383759
176961,4552817,14,1655383677
176961,4552817,14,1639509246
176961,4552817,14,1639509242
176961,4552817,14,1639509232
176961,4552817,14,1639065733
176961,4552817,14,1639065729
176961,4552817,14,1637794841
176961,4552817,14,1637794840
176961,4552817,14,1637794814
176961,4552817,14,1637794768
176961,4552817,14,1637794767
176961,4552817,14,1637794733
176961,4552817,14,1637794714
176961,4552817,14,1637794704
176959,4775008,1,1655333412
176959,4552817,17,1655333390
176959,4552817,17,1655333384
176959,4552817,17,1655333373
176959,4552817,17,1644168609
176959,4552817,17,1643447230
176959,4552817,17,1642028171
176959,4552817,17,1639518461
176959,4552817,17,1638133112
176959,4552817,17,1638133105
176959,4552817,17,1634841638
176959,4552817,17,1631447316
176959,4552817,17,1631446714
176959,4552817,17,1631446185
176959,4552817,17,1631446156
176959,4552817,17,1631446101
176959,4552817,17,1631445489
176959,4552817,17,1631445163
176978,176978,1,1655281495
177450,4775008,1,1655248088
176969,4775008,1,1655217978
61243,4552817,7,1655216904
61243,4552817,7,1644251490
61243,4552817,7,1644251482
61243,4552817,7,1643403313
61243,4552817,7,1643403306
61243,4552817,7,1639069495
61243,4552817,7,1639069031
179581,4775008,2,1655212327
179581,4775008,2,1655212327
179581,4552817,9,1655212292
179581,4552817,9,1655212286
179581,4552817,9,1655212282
179581,4552817,9,1655212247
179581,4552817,9,1655212242
179581,4552817,9,1655212231
179581,4552817,9,1655212229
179581,4552817,9,1655212224
179581,4552817,9,1642599313
152531,4775008,1,1655206310
152531,4552817,1,1655206292
177449,4775008,3,1655205669
177449,4775008,3,1655205644
177449,4775008,3,1655205644
177439,4552817,3,1655205510
177439,4552817,3,1655205504
177439,4552817,3,1655205497
178872,4775008,1,1655203908
177443,4775008,1,1655201543
178142,4775008,1,1655199844
178142,4552817,11,1655199814
178142,4552817,11,1655199806
178142,4552817,11,1655199767
178142,4552817,11,1652983348
178142,4552817,11,1652983346
178142,4552817,11,1652983276
178142,4552817,11,1639469886
178142,4552817,11,1634842797
178142,4552817,11,1632245660
178142,4552817,11,1631809060
178142,4552817,11,1631481341
178142,178142,6,1655199720
178142,178142,6,1655136927
178142,178142,6,1654869051
178142,178142,6,1653161760
178142,178142,6,1652983703
178142,178142,6,1652983479
178872,4552855,44,1655145285
178872,4552855,44,1655145285
178872,4552855,44,1642090907
178872,4552855,44,1642090907
178872,4552855,44,1642090716
178872,4552855,44,1642090716
178872,4552855,44,1642090627
178872,4552855,44,1642090626
178872,4552855,44,1641821410
178872,4552855,44,1641821409
178872,4552855,44,1639782744
178872,4552855,44,1639782744
178872,4552855,44,1639782744
178872,4552855,44,1639782744
178872,4552855,44,1639782744
178872,4552855,44,1639782736
178872,4552855,44,1639782736
178872,4552855,44,1639782721
178872,4552855,44,1639782720
178872,4552855,44,1639782720
178872,4552855,44,1639782720
178872,4552855,44,1639782720
178872,4552855,44,1639782536
178872,4552855,44,1639782536
178872,4552855,44,1639749338
