loId,w
1,0.5142857142857143
3,0.2742857142857144
5,0.7384615384615385
11,0.22857142857142856
13,0.6649350649350649
14,0.30476190476190484
15,0.2742857142857144
19,0.0
20,0.0
21,0.0
22,0.0
24,0.22857142857142856
26,0.5942857142857143
27,0.11428571428571432
28,0.0
29,0.0
30,0.0
31,1.0
32,0.22857142857142856
33,0.0
34,0.0
35,0.0
40,0.0
45,0.6857142857142857
